logid,date,staffnumber,projectid,hours
3648777,2020-08-19,3535,20448,7.5
3648779,2020-08-20,3535,20448,7.5
3648780,2020-08-21,3535,26907,1.5
3648782,2020-08-24,3535,20448,7.5
3648783,2020-08-25,3535,20448,7.5
3648785,2020-08-26,3535,20448,7.5
3648786,2020-08-27,3535,20448,7.5
3648787,2020-08-28,3535,20448,7.5
3648828,2020-08-17,3636,15357,0.5
3648829,2020-08-17,3636,26921,1
3648830,2020-08-17,3636,15452,1.5
3648831,2020-08-17,3636,25717,1
3648832,2020-08-17,3636,19348,1
3648833,2020-08-18,3636,25717,0.5
3648834,2020-08-18,3636,26896,1
3648835,2020-08-18,3636,25809,0.25
3648836,2020-08-18,3636,15357,0.5
3648837,2020-08-18,3636,19348,0.25
3648838,2020-08-19,3636,15452,1
3648839,2020-08-19,3636,19348,1
3648840,2020-08-19,3636,26836,0.5
3648842,2020-08-19,3636,19348,0.5
3648843,2020-08-19,3636,19348,0.25
3648845,2020-08-19,3636,15452,0.5
3648846,2020-08-20,3636,15357,0.5
3648847,2020-08-20,3636,26921,1
3648848,2020-08-20,3636,19348,0.25
3617508,2020-04-01,5689,15362,5
3626025,2020-05-11,5727,18201,7.5
3626067,2020-04-29,3631,21537,7.5
3626068,2020-04-30,3631,21537,7.5
3626069,2020-05-01,3631,21537,7.5
3626070,2020-05-04,3631,21537,7.5
3626071,2020-05-05,3631,21537,7.5
3626072,2020-05-06,3631,21537,7.5
3626073,2020-05-07,3631,21537,7.5
3626074,2020-05-08,3631,21537,7.5
3626075,2020-04-29,5722,18201,7.5
3626076,2020-04-30,5722,18201,7.5
3626077,2020-05-01,5722,18201,7.5
3626078,2020-05-04,5722,18201,7.5
3626079,2020-05-05,5722,18201,7.5
3626080,2020-05-06,5722,18201,7.5
3626081,2020-05-07,5722,18201,7.5
3626082,2020-05-08,5722,18201,7.5
3626169,2020-05-08,5689,15362,3
3626170,2020-05-08,5689,21537,4.5
3626172,2020-04-27,3535,20448,7.5
3626173,2020-04-28,3535,20448,7.5
3626174,2020-04-29,3535,20448,7.5
3626175,2020-04-30,3535,20448,7.5
3626176,2020-05-01,3535,20448,7.5
3626177,2020-05-05,3535,20448,7.5
3626178,2020-05-06,3535,20448,7.5
3626179,2020-05-07,3535,20448,7.5
3626180,2020-05-08,3535,20448,7.5
3626288,2020-05-12,5727,18201,7.5
3626402,2020-05-07,3636,19348,5.5
3626403,2020-05-08,3636,19348,3
3626404,2020-05-07,3636,19348,1.5
3626406,2020-05-07,3636,19348,0.5
3626409,2020-05-11,3636,19348,3
3626414,2020-05-11,3636,19348,1.5
3626415,2020-05-12,3636,19348,2
3626416,2020-04-27,3636,18285,1.5
3626417,2020-04-27,3636,25709,2
3626418,2020-04-27,3636,19348,3.25
3626420,2020-04-28,3636,26835,1
3626422,2020-05-06,3636,15357,1.5
3626425,2020-04-29,3636,25784,2
3626428,2020-04-30,3636,15357,1
3626433,2020-04-28,3636,19348,6.5
3626434,2020-04-29,3636,19348,5
3626436,2020-04-30,3636,19348,6.5
3626437,2020-05-01,3636,19348,7.5
3626440,2020-05-04,3636,19348,5
3626441,2020-05-05,3636,19348,7.5
3626442,2020-05-06,3636,19348,6
3626443,2020-05-08,3636,19348,4.5
3626444,2020-05-12,3636,26829,1
3626445,2020-05-12,3636,26849,0.5
3626446,2020-05-12,3636,19348,0.5
3626447,2020-05-12,3636,19348,3
3626448,2020-05-04,3636,26882,2.5
3626449,2020-04-27,3636,25805,0.75
3627538,2020-04-29,3636,15357,0.5
3627622,2020-05-15,3631,21537,7.5
3627625,2020-05-13,3636,15357,1
3627729,2020-05-01,5689,15362,7.5
3627859,2020-05-13,5727,18201,7.5
3636277,2020-06-18,3636,25784,1
3636278,2020-06-19,3636,25767,0.5
3636279,2020-06-19,3636,15357,2
3636280,2020-06-18,3636,25742,0.5
3636281,2020-06-16,3636,15357,0.5
3636282,2020-06-16,3636,26829,0.5
3636283,2020-06-16,3636,19348,6.5
3636284,2020-06-17,3636,19348,3
3636285,2020-06-18,3636,19348,6
3636286,2020-06-19,3636,19348,5
3636529,2020-06-24,5727,18201,7.5
3636546,2020-06-22,5689,15362,5
3636547,2020-06-22,5689,21537,2.5
3636548,2020-06-23,5689,15362,5.5
3636549,2020-06-23,5689,21537,3.5
3636551,2020-06-24,5689,21537,4
3636552,2020-06-24,5689,15362,4.5
3636681,2020-06-22,3631,26865,7.5
3636682,2020-06-24,3631,21537,7.5
3636683,2020-06-23,3631,26865,4.5
3636684,2020-06-25,3631,21537,7.5
3636685,2020-06-22,5722,18201,7.5
3636686,2020-06-23,5722,18201,7.5
3636687,2020-06-24,5722,18201,7.5
3636688,2020-06-25,5722,18201,7.5
3636689,2020-06-26,5722,18201,7.5
3636701,2020-06-25,5727,18201,7.5
3636707,2020-06-25,3636,19348,2
3636830,2020-06-26,5727,18201,7.5
3637048,2020-06-29,5727,18201,7.5
3643386,2020-07-20,5689,15362,7.5
3643387,2020-07-21,5689,15362,7.5
3643388,2020-07-22,5689,21537,7.5
3643389,2020-07-23,5689,21537,7.5
3643390,2020-07-24,5689,21537,7.5
3643391,2020-07-27,5689,15362,7.5
3643393,2020-07-28,5689,15362,7.5
3643394,2020-07-29,5689,21537,7.5
3643395,2020-07-30,5689,21537,6
3643417,2020-08-04,5727,18201,7.5
3643486,2020-07-24,3535,20448,7.5
3643487,2020-07-27,3535,20448,7.5
3643488,2020-07-28,3535,20448,7.5
3643489,2020-07-29,3535,20448,7.5
3643490,2020-07-30,3535,20448,7.5
3643491,2020-07-31,3535,20448,7.5
3643548,2020-07-20,3535,20448,5.5
3644054,2020-07-20,3636,19348,0.5
3644055,2020-07-20,3636,25767,0.25
3644056,2020-07-20,3636,25809,0.25
3644057,2020-07-21,3636,15452,2
3644058,2020-07-21,3636,19348,0.5
3644059,2020-07-23,3636,15452,2
3644060,2020-07-23,3636,15452,0.5
3644061,2020-07-24,3636,25748,0.5
3644062,2020-07-24,3636,25767,0.5
3644063,2020-07-24,3636,18287,0.5
3644064,2020-07-28,3636,26895,0.5
3644066,2020-07-28,3636,15452,1
3644069,2020-07-27,3636,26842,2
3644071,2020-08-05,5727,18201,7.5
3644072,2020-07-28,3636,19348,2
3644074,2020-07-30,3636,15357,1
3644076,2020-07-30,3636,25809,1
3644079,2020-07-30,3636,18287,1.5
3644080,2020-07-30,3636,19348,3.5
3644085,2020-07-30,3636,15452,0.5
3644090,2020-07-27,3636,26835,0.5
3644091,2020-07-23,3636,19348,1
3644092,2020-07-23,3636,18287,0.5
3644094,2020-07-23,3636,19348,3.5
3644095,2020-07-24,3636,19348,6
3644096,2020-07-27,3636,19348,3
3653408,2020-09-21,5689,21537,7.5
3653472,2020-09-22,5727,18201,7.5
3653577,2020-09-23,5727,18201,7.5
3653604,2020-09-24,3636,19348,4
3653664,2020-09-24,5727,18201,7.5
3653748,2020-09-14,3631,26821,5.5
3653749,2020-09-21,3631,25782,7.5
3653750,2020-09-22,3631,26818,7.5
3653751,2020-09-23,3631,21537,7.5
3638810,2020-06-22,3636,19348,1.5
3638811,2020-06-23,3636,19348,2
3638814,2020-06-23,3636,19348,3.5
3638815,2020-06-24,3636,19348,2.5
3638816,2020-06-26,3636,19348,4.5
3638817,2020-06-29,3636,19348,5.5
3638818,2020-06-30,3636,19348,6
3638819,2020-07-02,3636,19348,5.5
3638820,2020-07-03,3636,19348,5.5
3638881,2020-06-30,5689,15362,1
3638936,2020-07-07,5727,18201,7.5
3638967,2020-07-07,3636,19348,3
3639010,2020-06-29,5722,18201,7.5
3639011,2020-06-30,5722,18201,7.5
3639012,2020-07-02,5722,18201,7.5
3639013,2020-07-03,5722,18201,7.5
3639014,2020-07-06,3631,21537,7.5
3639015,2020-07-07,3631,21537,7.5
3639016,2020-07-08,3631,21537,7.5
3639017,2020-07-09,3631,21537,7.5
3639018,2020-07-10,3631,21537,7.5
3639019,2020-07-06,5722,18201,7.5
3639020,2020-07-07,5722,18201,7.5
3639021,2020-07-08,5722,18201,7.5
3639022,2020-07-09,5722,18201,7.5
3639023,2020-07-10,5722,18201,7.5
3647458,2020-08-20,5727,18201,7.5
3647590,2020-08-20,5689,21537,7.5
3647591,2020-08-21,5689,15362,7.5
3647612,2020-08-21,5727,18201,7.5
3647810,2020-08-17,5722,18201,7.5
3647811,2020-08-18,5722,18201,7.5
3647812,2020-08-19,5722,18201,7.5
3647813,2020-08-20,5722,18201,7.5
3647814,2020-08-21,5722,18201,7.5
3647818,2020-08-24,5727,18201,7.5
3647828,2020-08-24,5722,18201,3.75
3647829,2020-08-25,5722,18201,7.5
3647830,2020-08-26,5722,18201,7.5
3647831,2020-08-27,5722,18201,7.5
3647832,2020-08-28,5722,18201,7.5
3647846,2020-09-07,3535,20448,7.5
3647863,2020-09-07,5722,18201,7.5
3647868,2020-09-07,5727,18201,7.5
3647870,2020-09-07,3636,19348,7.5
3647877,2020-09-07,3631,21537,7.5
3647900,2020-09-07,5689,15362,7.5
3647965,2020-08-25,3636,26921,1
3647986,2020-08-25,5727,18201,7.5
3648003,2020-08-26,5727,18201,7.5
3648206,2020-08-27,5727,18201,7.5
3648207,2020-08-28,5727,18201,7.5
3656198,2020-10-02,5727,18201,7.5
3656250,2020-09-29,3631,21537,1
3656251,2020-10-01,3631,21537,1
3656466,2020-10-12,3535,20448,7.5
3656484,2020-10-12,5722,18201,7.5
3656489,2020-10-12,5727,18201,7.5
3656491,2020-10-12,3636,19348,7.5
3656500,2020-10-12,3631,21537,7.5
3656524,2020-10-12,5689,15362,7.5
3656549,2020-09-28,3636,15452,1.5
3656550,2020-09-28,3636,26942,1
3656551,2020-09-28,3636,26886,0.5
3656552,2020-09-28,3636,19348,0.5
3656553,2020-09-29,3636,26895,1
3656555,2020-09-29,3636,25780,0.75
3656556,2020-09-29,3636,26928,0.75
3656557,2020-09-29,3636,19348,1
3656558,2020-09-29,3636,15452,1
3656559,2020-09-29,3636,26922,1
3656560,2020-09-29,3636,18285,0.25
3656561,2020-10-01,3636,26927,0.5
3656562,2020-10-01,3636,26937,1
3656563,2020-10-01,3636,15452,0.5
3656564,2020-10-01,3636,15357,0.5
3656565,2020-09-30,3636,15452,2
3656566,2020-10-01,3636,15452,1
3656567,2020-10-01,3636,25780,1
3656568,2020-10-01,3636,15452,1
3656569,2020-10-02,3636,15452,0.5
3656570,2020-10-02,3636,19348,1
3656571,2020-10-02,3636,15452,3.5
3656572,2020-10-02,3636,26896,1.25
3656574,2020-10-02,3636,19348,0.5
3656575,2020-10-02,3636,15452,0.75
3656576,2020-10-01,3636,15452,0.5
3656577,2020-09-30,3636,26927,1
3656578,2020-09-30,3636,15452,1
3656579,2020-09-29,3636,25748,1.5
3656580,2020-09-29,3636,19348,0.25
3656581,2020-09-28,3636,18285,1
3656582,2020-09-28,3636,15357,1
3656583,2020-10-01,3636,19348,1.5
3656624,2020-10-05,5727,18201,7.5
3656625,2020-10-06,5727,18201,7.5
3656732,2020-10-05,5722,18201,7.5
3656733,2020-10-06,5722,18201,7.5
3656734,2020-10-07,5722,18201,7.5
3656735,2020-10-08,5722,18201,7.5
3656736,2020-10-09,5722,18201,7.5
3656737,2020-09-28,3631,21537,7.5
3656738,2020-09-29,3631,21537,6.5
3656739,2020-09-30,3631,21537,7.5
3656740,2020-10-01,3631,21537,6.5
3656741,2020-10-02,3631,21537,7.5
3656743,2020-10-06,3631,21537,7.5
3656744,2020-10-07,3631,21537,7.5
3656784,2020-10-07,5727,18201,7.5
3656797,2020-10-07,3636,15357,1
3656798,2020-10-07,3636,19348,1
3656799,2020-10-07,3636,15452,0.5
3656801,2020-10-07,3636,19348,1
3656803,2020-10-07,3636,26912,0.5
3656804,2020-10-07,3636,25774,0.5
3656805,2020-10-06,3636,26912,0.5
3656806,2020-10-06,3636,25774,0.5
3656846,2020-10-06,3636,15452,0.5
3656847,2020-10-06,3636,19348,2
3656848,2020-10-06,3636,15452,1
3656849,2020-10-06,3636,26855,0.5
3656850,2020-10-06,3636,26941,1
3656851,2020-10-06,3636,18287,0.5
3656852,2020-10-05,3636,19348,0.5
3656853,2020-10-05,3636,26926,1
3656854,2020-10-05,3636,15357,2
3656855,2020-10-05,3636,19348,2
3656856,2020-10-05,3636,15452,2
3656857,2020-10-06,3636,19348,1
3656858,2020-10-07,3636,15451,1
3656859,2020-10-07,3636,15452,1
3656860,2020-10-07,3636,19348,1
3656905,2020-10-08,5727,18201,7.5
3656989,2020-10-09,5727,18201,7.5
3662912,2020-11-10,5689,15362,7.5
3662974,2020-11-03,3636,19348,2.25
3662979,2020-11-09,3636,26967,1
3662980,2020-11-09,3636,26968,0.5
3662981,2020-11-09,3636,26971,0.5
3662983,2020-11-09,3636,26970,0.5
3662984,2020-11-09,3636,26969,0.5
3662987,2020-11-09,3636,15452,1
3662989,2020-11-10,3636,26952,1
3662991,2020-11-10,3636,26896,0.25
3662992,2020-11-10,3636,15452,0.75
3644644,2020-08-05,3636,15452,2
3644652,2020-08-06,3636,15452,1
3644653,2020-08-06,3636,19348,1
3644700,2020-08-07,5727,18201,7.5
3644844,2020-08-04,5689,15362,7.5
3644845,2020-08-05,5689,21537,7.5
3644846,2020-08-06,5689,15362,7.5
3644847,2020-08-07,5689,21537,7.5
3644849,2020-08-10,5727,18201,7.5
3644901,2020-08-10,3636,15452,2.5
3644902,2020-08-06,3636,19348,1
3644903,2020-08-07,3636,26896,4
3644928,2020-08-10,3636,15357,2
3644929,2020-08-10,3636,19348,1.5
3644930,2020-08-10,3636,19348,0.25
3644934,2020-08-10,3636,19348,0.75
3644937,2020-08-10,3636,15452,1
3644978,2020-08-04,3631,21537,7.5
3644979,2020-08-05,3631,21537,7.5
3644980,2020-08-06,3631,21537,7.5
3644981,2020-08-07,3631,21537,7.5
3644982,2020-08-10,3631,21537,7.5
3644983,2020-08-11,3631,21537,7.5
3644984,2020-08-12,3631,21537,7.5
3644985,2020-08-13,3631,21537,7.5
3644986,2020-08-14,3631,21537,7.5
3644987,2020-08-10,5722,18201,7.5
3644988,2020-08-11,5722,18201,7.5
3644989,2020-08-12,5722,18201,7.5
3644990,2020-08-13,5722,18201,7.5
3644991,2020-08-14,5722,18201,7.5
3645020,2020-08-11,5727,18201,7.5
3645036,2020-08-11,3636,15451,2
3645037,2020-08-11,3636,15452,5.5
3645038,2020-08-11,3636,19348,0.25
3645043,2020-08-11,3636,15451,0.5
3646057,2020-08-12,3636,15357,1
3646058,2020-08-12,3636,18287,0.5
3646059,2020-08-12,3636,15451,0.5
3646060,2020-08-12,3636,15452,1
3646069,2020-08-12,5727,18201,7.5
3646084,2020-08-04,3535,20448,7.5
3646085,2020-08-05,3535,20448,7.5
3646086,2020-08-06,3535,20448,7.5
3646087,2020-08-07,3535,20448,7.5
3646088,2020-08-10,3535,20448,7.5
3646089,2020-08-11,3535,20448,7.5
3646090,2020-08-12,3535,20448,7.5
3646091,2020-08-13,3535,20448,7.5
3646092,2020-08-14,3535,20448,7.5
3646093,2020-08-12,3636,19348,2
3646118,2020-08-12,3636,15452,2.5
3646119,2020-08-12,3636,15452,1
3646130,2020-08-10,5689,15362,7.5
3646131,2020-08-11,5689,21537,7.5
3646132,2020-08-12,5689,15362,7.5
3646133,2020-08-14,5689,21537,7.5
3646134,2020-08-13,5689,15362,7.5
3654749,2020-09-29,5727,18201,7.5
3654756,2020-09-18,5689,15362,3.5
3654810,2020-09-23,3636,15452,6
3654811,2020-09-24,3636,15452,5
3654812,2020-09-22,3636,15452,0.5
3654813,2020-09-23,3636,15452,0.5
3654814,2020-09-24,3636,15452,1
3654815,2020-09-14,3636,15452,1
3654816,2020-09-14,3636,26927,1
3654817,2020-09-14,3636,26928,0.5
3654818,2020-09-25,3636,15452,1.5
3654820,2020-09-14,3636,15357,0.5
3654821,2020-09-14,3636,19348,2
3654822,2020-09-14,3636,26896,0.5
3654823,2020-09-14,3636,19348,2
3654824,2020-09-14,3636,15452,0.25
3654826,2020-09-15,3636,15452,0.5
3654827,2020-09-21,3636,15451,2
3654828,2020-09-16,3636,26927,0.25
3654829,2020-09-16,3636,26928,0.25
3654830,2020-09-16,3636,15452,0.75
3654831,2020-09-16,3636,18287,0.25
3654833,2020-09-18,3636,26930,2
3654835,2020-09-18,3636,15452,6
3654837,2020-09-21,3636,26903,0.5
3654839,2020-09-21,3636,15452,1
3654840,2020-09-21,3636,15357,0.5
3654841,2020-09-21,3636,26903,0.25
3654843,2020-09-21,3636,26942,1.5
3654846,2020-09-22,3636,15452,0.5
3654847,2020-09-22,3636,15451,0.5
3654848,2020-09-22,3636,26928,0.5
3654849,2020-09-22,3636,19348,1
3654850,2020-09-22,3636,15357,0.5
3654851,2020-09-22,3636,26942,0.5
3654852,2020-09-22,3636,15452,1.5
3654853,2020-09-23,3636,15452,0.5
3654854,2020-09-23,3636,15452,1
3654863,2020-09-24,3636,15452,0.5
3654867,2020-09-24,3636,26893,0.5
3654869,2020-09-25,3636,15452,2
3654871,2020-09-25,3636,26928,0.5
3654872,2020-09-25,3636,15452,0.5
3654875,2020-09-25,3636,15452,0.25
3654877,2020-09-17,3636,15452,5
3654879,2020-09-25,3636,19348,0.5
3654880,2020-09-25,3636,19348,0.5
3654882,2020-09-25,3636,15452,0.5
3654884,2020-09-25,3636,26922,0.5
3654885,2020-09-25,3636,26919,0.75
3654908,2020-09-21,3636,26854,0.25
3654911,2020-09-21,3636,25780,0.5
3654916,2020-09-21,3636,26896,1
3654922,2020-09-16,3636,15451,0.5
3654924,2020-09-16,3636,15452,0.5
3654926,2020-09-16,3636,19348,2
3654929,2020-09-22,3636,19348,2
3654932,2020-09-17,3636,19348,2.5
3654948,2020-09-16,3636,19348,1.5
3654951,2020-09-16,3636,15452,1.5
3654959,2020-09-23,3636,19348,0.5
3655285,2020-09-30,5727,18201,7.5
3655329,2020-09-28,5722,18201,7.5
3655332,2020-09-29,5722,18201,7.5
3655334,2020-09-30,5722,18201,7.5
3663922,2020-11-16,5689,21537,7.5
3663953,2020-11-17,5727,18201,7.5
3663993,2020-11-16,3636,15452,4
3663994,2020-11-16,3636,18285,3
3663995,2020-11-17,3636,15452,0.75
3663996,2020-11-17,3636,15452,0.5
3663997,2020-11-17,3636,15452,1
3663998,2020-11-16,5722,18201,7.5
3663999,2020-11-17,5722,18201,7.5
3664000,2020-11-17,3631,21537,7.5
3664001,2020-11-16,3631,21537,7.5
3664002,2020-11-17,3636,26948,0.5
3664126,2020-11-18,5727,18201,7.5
3664151,2020-11-17,3636,15452,4.5
3664153,2020-11-17,3636,19348,0.5
3664154,2020-11-18,3636,15452,7
3664206,2020-11-18,5722,18201,7.5
3664207,2020-11-18,3631,21537,7.5
3664228,2020-11-19,5727,18201,7.5
3664298,2020-11-20,5727,18201,7.5
3664417,2020-11-18,3636,15357,0.5
3664418,2020-11-19,3636,15452,1
3624168,2020-04-28,5689,21537,3
3624199,2020-04-28,5689,26856,1.5
3624208,2020-04-29,5689,21537,7.5
3624756,2020-04-29,5727,18201,7.5
3624757,2020-04-30,5727,18201,7.5
3624758,2020-05-01,5727,18201,7.5
3632079,2020-06-05,5727,18201,7.5
3632264,2020-05-25,3535,20448,7.5
3632266,2020-05-26,3535,25767,7.5
3632267,2020-05-27,3535,20448,7.5
3632268,2020-05-28,3535,20448,7.5
3632269,2020-05-29,3535,20448,7.5
3632270,2020-06-01,3535,20448,7.5
3632271,2020-06-02,3535,20448,7.5
3632272,2020-06-03,3535,20448,7.5
3632273,2020-06-04,3535,20448,7.5
3632274,2020-06-05,3535,20448,7.5
3632315,2020-06-08,5727,18201,7.5
3632404,2020-07-10,3636,19348,7.5
3632405,2020-07-31,3636,19348,7.5
3632544,2020-06-04,5689,15362,7.5
3632546,2020-06-05,5689,21537,7.5
3632601,2020-06-08,5689,15362,6
3632603,2020-06-08,5689,21537,2.5
3632753,2020-06-09,5727,18201,7.5
3641355,2020-07-21,3636,19348,0.5
3641478,2020-07-30,5689,15362,1.5
3641481,2020-07-31,5689,15362,7.5
3641574,2020-07-22,5727,18201,7.5
3641631,2020-07-22,3636,15357,0.5
3641636,2020-07-22,3636,26895,1
3641638,2020-07-22,3636,15452,0.5
3641639,2020-07-22,3636,15452,1
3641640,2020-07-22,3636,19348,1
3641647,2020-07-22,3636,19348,3.5
3641702,2020-07-23,5727,18201,7.5
3641703,2020-07-27,5727,18201,7.5
3641704,2020-08-17,3631,21537,7.5
3641705,2020-08-18,3631,21537,7.5
3641706,2020-08-19,3631,21537,7.5
3641707,2020-08-20,3631,21537,7.5
3641708,2020-08-21,3631,21537,7.5
3641709,2020-07-31,5727,18201,7.5
3641815,2020-07-24,5727,18201,7.5
3642011,2020-07-27,5722,18201,7.5
3642012,2020-07-28,5722,18201,3.75
3642013,2020-07-29,5722,18201,7.5
3642014,2020-07-30,5722,18201,3.75
3642015,2020-07-31,5722,18201,7.5
3642016,2020-08-04,5722,18201,7.5
3642017,2020-08-05,5722,18201,7.5
3642018,2020-08-06,5722,18201,7.5
3642019,2020-08-07,5722,18201,7.5
3642037,2020-07-27,3636,15452,2
3642040,2020-07-20,3631,21537,7.5
3642041,2020-07-21,3631,21537,7.5
3642042,2020-07-22,3631,21537,7.5
3642043,2020-07-23,3631,21537,7.5
3642044,2020-07-24,3631,21537,7.5
3642045,2020-07-20,5722,18201,7.5
3642046,2020-07-21,5722,18201,7.5
3642047,2020-07-22,5722,18201,7.5
3642048,2020-07-23,5722,18201,7.5
3642049,2020-07-24,5722,18201,7.5
3642127,2020-07-28,5727,18201,7.5
3650336,2020-09-04,5689,21537,7.5
3650397,2020-09-03,3636,15452,4.25
3650398,2020-09-03,3636,15452,1
3650399,2020-09-03,3636,15451,1
3650400,2020-09-03,3636,25767,0.5
3650401,2020-09-03,3636,19348,0.5
3650402,2020-09-03,3636,19348,0.25
3650417,2020-09-04,5727,18201,7.5
3650504,2020-09-08,5689,15362,7.5
3650505,2020-09-04,3636,26896,0.25
3650506,2020-09-04,3636,15452,0.5
3650507,2020-09-04,3636,15452,1
3650508,2020-09-04,3636,19348,0.25
3650509,2020-09-04,3636,15451,0.5
3650516,2020-09-04,3636,19348,2.5
3650517,2020-09-04,3636,19348,2.5
3650661,2020-09-03,3535,20448,4
3651786,2020-09-08,3631,21537,7.5
3651787,2020-09-09,3631,21537,7.5
3651788,2020-09-10,3631,21537,7.5
3651789,2020-09-11,3631,21537,7.5
3651790,2020-09-08,5722,18201,7.5
3651791,2020-09-09,5722,18201,7.5
3651792,2020-09-10,5722,18201,7.5
3651793,2020-09-11,5722,18201,7.5
3651815,2020-09-08,3636,18285,0.5
